"ID","Directory","InstanceType","Flags","PVP","MapName_Lang_enUS","MapName_Lang_enGB","MapName_Lang_koKR","MapName_Lang_frFR","MapName_Lang_deDE","MapName_Lang_enCN","MapName_Lang_zhCN","MapName_Lang_enTW","MapName_Lang_zhTW","MapName_Lang_esES","MapName_Lang_esMX","MapName_Lang_ruRU","MapName_Lang_ptPT","MapName_Lang_ptBR","MapName_Lang_itIT","MapName_Lang_Unk","MapName_Lang_Mask","AreaTableID","MapDescription0_Lang_enUS","MapDescription0_Lang_enGB","MapDescription0_Lang_koKR","MapDescription0_Lang_frFR","MapDescription0_Lang_deDE","MapDescription0_Lang_enCN","MapDescription0_Lang_zhCN","MapDescription0_Lang_enTW","MapDescription0_Lang_zhTW","MapDescription0_Lang_esES","MapDescription0_Lang_esMX","MapDescription0_Lang_ruRU","MapDescription0_Lang_ptPT","MapDescription0_Lang_ptBR","MapDescription0_Lang_itIT","MapDescription0_Lang_Unk","MapDescription0_Lang_Mask","MapDescription1_Lang_enUS","MapDescription1_Lang_enGB","MapDescription1_Lang_koKR","MapDescription1_Lang_frFR","MapDescription1_Lang_deDE","MapDescription1_Lang_enCN","MapDescription1_Lang_zhCN","MapDescription1_Lang_enTW","MapDescription1_Lang_zhTW","MapDescription1_Lang_esES","MapDescription1_Lang_esMX","MapDescription1_Lang_ruRU","MapDescription1_Lang_ptPT","MapDescription1_Lang_ptBR","MapDescription1_Lang_itIT","MapDescription1_Lang_Unk","MapDescription1_Lang_Mask","LoadingScreenID","MinimapIconScale","CorpseMapID","CorpseX","CorpseY","TimeOfDayOverride","ExpansionID","RaidOffset","MaxPlayers"
"449","AlliancePVPBarracks","0","1","0","Alliance PVP Barracks","","","","","","","","","","","","","","","","16712190","2918","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","181","1","0","0","0","-1","0","0","0"
"450","HordePVPBarracks","0","1","0","Horde PVP Barracks","","","","","","","","","","","","","","","","16712190","2917","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","182","1","0","0","0","-1","0","0","0"
"451","development","0","15","0","Development Land","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","21","1","0","0","0","-1","2","0","0"
"469","BlackwingLair","2","1","0","Blackwing Lair","","","","","","","","","","","","","","","","16712190","2677","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","141","1","0","-7663.413","-1218.667","-1","0","0","40"
"489","PVPZone03","3","1","1","Warsong Gulch","","","","","","","","","","","","","","","","16712190","3277","A valley bordering Ashenvale Forest and the Barrens, Warsong Gulch hosts a constant battle between the Horde and the Alliance.Orcs use their Warsong Mill to cut lumber reaped from Ashenvale, provoking the night elves of Silverwing Hold.Eager to aid their allies, members of every race in Azeroth rush to the Gulch to lend sword, or spell, to the conflict.","","","","","","","","","","","","","","","","16712190","A valley bordering Ashenvale Forest and the Barrens, Warsong Gulch hosts a constant battle between the Horde and the Alliance.Orcs use their Warsong Mill to cut lumber reaped from Ashenvale, provoking the night elves of Silverwing Hold.Eager to aid their allies, members of every race in Azeroth rush to the Gulch to lend sword, or spell, to the conflict.","","","","","","","","","","","","","","","","16712190","122","1","0","0","0","-1","0","0","0"
"509","AhnQiraj","2","1","0","Ruins of Ahn'Qiraj","","","","","","","","","","","","","","","","16712190","3429","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","184","1","1","-8114.464","1526.366","-1","0","68400","20"
"529","PVPZone04","3","1","1","Arathi Basin","","","","","","","","","","","","","","","","16712190","3358","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.The Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.Meanwhile, the League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.","","","","","","","","","","","","","","","","16712190","The Arathi Basin is one of the main staging points of war between the humans and the Forsaken in Azeroth.The League of Arathor seek to reclaim lost lands for their benefactors in Stormwind.Meanwhile, the Defiler's elite troopers seek to sever the vital connection between the humans and their dwarven allies to the south.","","","","","","","","","","","","","","","","16712190","183","1.25","0","0","0","-1","0","0","0"
"530","Expansion01","0","1","0","Outland","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","198","1","0","0","0","-1","1","0","0"
"531","AhnQirajTemple","2","0","0","Ahn'Qiraj Temple","","","","","","","","","","","","","","","","16712190","3428","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","185","1","1","-8111.724","1526.786","-1","0","0","40"
"532","Karazahn","2","1","0","Karazhan","","","","","","","","","","","","","","","","16712190","3457","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","200","1","0","-11110.41","-2004.065","-1","1","0","10"
"533","Stratholme Raid","2","0","0","Naxxramas","","","","","","","","","","","","","","","","16712190","3456","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","197","1","0","0","0","-1","2","0","25"
"534","HyjalPast","2","1","0","The Battle for Mount Hyjal","","","","","","","","","","","","","","","","16712190","616","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","212","1","1","-8178.508","-4182.05","-1","1","0","25"
"540","HellfireMilitary","1","1","0","Hellfire Citadel: The Shattered Halls","","","","","","","","","","","","","","","","16712190","3714","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","199","1","530","-306.7582","3064.436","-1","1","0","5"
"542","HellfireDemon","1","1","0","Hellfire Citadel: The Blood Furnace","","","","","","","","","","","","","","","","16712190","3713","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","199","1","530","-295.4193","3151.993","-1","1","0","5"
"543","HellfireRampart","1","1","0","Hellfire Citadel: Ramparts","","","","","","","","","","","","","","","","16712190","3562","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","199","1","530","-360.0499","3067.896","-1","1","0","5"
"544","HellfireRaid","2","1","0","Magtheridon's Lair","","","","","","","","","","","","","","","","16712190","3836","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","208","1","530","-330.2339","3106.636","-1","1","0","25"
"545","CoilfangPumping","1","1","0","Coilfang: The Steamvault","","","","","","","","","","","","","","","","16712190","3715","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","764.2191","6915.08","-1","1","0","5"
"546","CoilfangMarsh","1","1","0","Coilfang: The Underbog","","","","","","","","","","","","","","","","16712190","3716","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","764.6282","6768.073","-1","1","0","5"
"547","CoilfangDraenei","1","1","0","Coilfang: The Slave Pens","","","","","","","","","","","","","","","","16712190","3717","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","742.1582","7011.327","-1","1","0","5"
"548","CoilfangRaid","2","1","0","Coilfang: Serpentshrine Cavern","","","","","","","","","","","","","","","","16712190","3607","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","207","1","530","775.7864","6865.243","-1","1","0","25"
"550","TempestKeepRaid","2","1","0","Tempest Keep","","","","","","","","","","","","","","","","16712190","3845","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","25"
"552","TempestKeepArcane","1","1","0","Tempest Keep: The Arcatraz","","","","","","","","","","","","","","","","16712190","3848","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","5"
"553","TempestKeepAtrium","1","1","0","Tempest Keep: The Botanica","","","","","","","","","","","","","","","","16712190","3847","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","5"
"554","TempestKeepFactory","1","1","0","Tempest Keep: The Mechanar","","","","","","","","","","","","","","","","16712190","3849","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","206","1","0","0","0","-1","1","0","5"
"555","AuchindounShadow","1","1","0","Auchindoun: Shadow Labyrinth","","","","","","","","","","","","","","","","16712190","3789","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3640.688","4943.163","-1","1","0","5"
"556","AuchindounDemon","1","1","0","Auchindoun: Sethekk Halls","","","","","","","","","","","","","","","","16712190","3791","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3361.863","4665.592","-1","1","0","5"
"557","AuchindounEthereal","1","1","0","Auchindoun: Mana-Tombs","","","","","","","","","","","","","","","","16712190","3792","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3089.516","4942.756","-1","1","0","5"
"558","AuchindounDraenei","1","1","0","Auchindoun: Auchenai Crypts","","","","","","","","","","","","","","","","16712190","3790","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","201","1","530","-3363.44","5156.455","-1","1","0","5"
"559","PVPZone05","4","1","0","Nagrand Arena","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","219","1","0","0","0","-1","0","0","0"
"560","HillsbradPast","1","1","0","The Escape From Durnholde","","","","","","","","","","","","","","","","16712190","267","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","212","1","1","-8309.81","-4061.509","-1","1","0","5"
"562","bladesedgearena","4","1","0","Blade's Edge Arena","","","","","","","","","","","","","","","","16712190","3702","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","218","1","0","0","0","-1","0","0","0"
"564","BlackTemple","2","1","0","Black Temple","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","215","1","530","-3644.527","317.2937","-1","1","0","25"
"565","GruulsLair","2","1","0","Gruul's Lair","","","","","","","","","","","","","","","","16712190","3923","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","213","1","530","3525.453","5144.151","-1","1","0","25"
"566","NetherstormBG","3","1","1","Eye of the Storm","","","","","","","","","","","","","","","","16712190","0","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.This battlefield is coveted by the blood elves for its rich energy deposits.The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","","","","","","","","","","","","","","","","16712190","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.This battlefield is coveted by the blood elves for its rich energy deposits.","","","","","","","","","","","","","","","","16712190","210","1","0","0","0","-1","1","0","0"
"568","ZulAman","2","1","0","Zul'Aman","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","214","1","530","6851.021","-7989.713","-1","1","0","10"
"571","Northrend","0","29","0","Northrend","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","216","1","0","0","0","-1","2","0","0"
"572","PVPLordaeron","4","1","0","Ruins of Lordaeron","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","217","1","0","0","0","-1","0","0","0"
"573","ExteriorTest","0","15","0","ExteriorTest","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"574","Valgarde70","1","13","0","Utgarde Keep","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","220","1","571","1211.759","-4868.422","-1","2","0","5"
"575","UtgardePinnacle","1","13","0","Utgarde Pinnacle","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","221","1","571","1232.41","-4860.954","-1","2","0","5"
"576","Nexus70","1","1","0","The Nexus","","","","","","","","","","","","","","","","16712190","4265","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","226","1","571","3899.926","6985.436","-1","2","0","5"
"578","Nexus80","1","13","0","The Oculus","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","227","1","571","3865.923","6983.94","-1","2","0","5"
"580","SunwellPlateau","2","1","0","The Sunwell","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","225","1","530","12551.76","-6774.565","-1","1","0","25"
"582","Transport176244","0","1","0","Transport: Rut'theran to Auberdine","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"584","Transport176231","0","1","0","Transport: Menethil to Theramore","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"585","Sunwell5ManFix","1","13","0","Magister's Terrace","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","224","1","530","12881.9","-7343.095","-1","1","0","5"
"586","Transport181645","0","1","0","Transport: Exodar to Auberdine","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"587","Transport177233","0","1","0","Transport: Feathermoon Ferry","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"588","Transport176310","0","1","0","Transport: Menethil to Auberdine","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"589","Transport175080","0","1","0","Transport: Orgrimmar to Grom'Gol","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"590","Transport176495","0","1","0","Transport: Grom'Gol to Undercity","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"591","Transport164871","0","1","0","Transport: Undercity to Orgrimmar","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"592","Transport186238","0","1","0","Transport: Borean Tundra Test","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"593","Transport20808","0","1","0","Transport: Booty Bay to Ratchet","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"594","Transport187038","0","1","0","Transport: Howling Fjord Sister Mercy (Quest)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"595","StratholmeCOT","1","1","0","The Culling of Stratholme","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","222","1","1","-8756.087","-4457.418","-1","2","0","5"
"596","Transport187263","0","1","0","Transport: Naglfar","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"597","CraigTest","0","15","0","Craig Test","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"598","Sunwell5Man","1","1","0","Sunwell Fix (Unused)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","4","1","0","0","0","-1","1","0","5"
"599","Ulduar70","1","13","0","Halls of Stone","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","230","1","571","8921.793","-966.8065","-1","2","0","5"
"600","DrakTheronKeep","1","13","0","Drak'Tharon Keep","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","228","1","571","4774.583","-2023.049","-1","2","0","5"
"601","Azjol_Uppercity","1","13","0","Azjol-Nerub","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","229","1","571","3672.215","2171.275","-1","2","0","5"
"602","Ulduar80","1","13","0","Halls of Lightning","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","231","1","571","9185.088","-1386.791","-1","2","0","5"
"603","UlduarRaid","2","13","0","Ulduar","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712190","244","1","571","9359.371","-1115.175","0","2","0","5"
"604","GunDrak","1","13","0","Gundrak","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","237","1","571","6708.731","-4654.904","-1","2","0","5"
"605","development_nonweighted","0","17","0","Development Land (non-weighted textures)","","","","","","","","","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","21","1","0","0","0","-1","0","0","0"
