file_path,filename,category,tagged_feature,content_feature,git_feature,suggested_feature,confidence,suggested_zpak,notes
Dungeons/Stockades/zz_kam_deepfury.sql,zz_kam_deepfury.sql,Dungeons,,,I-098,I-098,medium,dungeon-tuning,Git history: I-098; Custom content (zz_ prefix); Subcategory: Stockades
Dungeons/Stockades/zz_targorr_the_dread.sql,zz_targorr_the_dread.sql,Dungeons,,,I-098,I-098,medium,dungeon-tuning,Git history: I-098; Custom content (zz_ prefix); Subcategory: Stockades
Dungeons/Sunken Temple/zz_jammalan_the_prophet.sql,zz_jammalan_the_prophet.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Sunken Temple
Dungeons/Sunken Temple/zz_lower_temple_empowered_mini-bosses.sql,zz_lower_temple_empowered_mini-bosses.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Sunken Temple
Dungeons/Sunken Temple/zz_shade_of_eranikus.sql,zz_shade_of_eranikus.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Sunken Temple
Dungeons/Sunken Temple/zz_slime_maggot.sql,zz_slime_maggot.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Sunken Temple
Dungeons/The Mechanar/zz_Pathaleon_nerf.sql,zz_Pathaleon_nerf.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: The Mechanar
Dungeons/Uldaman/zz_ancient_stone_keeper.sql,zz_ancient_stone_keeper.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Uldaman
Dungeons/Uldaman/zz_baelog_chest.sql,zz_baelog_chest.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Uldaman
Dungeons/Wailing Caverns/zz_deviate_shambler.sql,zz_deviate_shambler.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix); Subcategory: Wailing Caverns
Dungeons/Zul'Farrak/zz_divino_matic_rod_fix.sql,zz_divino_matic_rod_fix.sql,Dungeons,,,I-073,I-073,medium,dungeon-tuning,Git history: I-073; Custom content (zz_ prefix); Subcategory: Zul'Farrak
Dungeons/zz_daily_dungeon_heroic_rewards.sql,zz_daily_dungeon_heroic_rewards.sql,Dungeons,,,,F-018,low,daily-dungeons,Custom content (zz_ prefix)
Dungeons/zz_daily_dungeon_quest_pools.sql,zz_daily_dungeon_quest_pools.sql,Dungeons,,,,F-018,low,daily-dungeons,Custom content (zz_ prefix)
Dungeons/zz_daily_dungeon_quests.sql,zz_daily_dungeon_quests.sql,Dungeons,,,"F-018, I-057",F-018,medium,daily-dungeons,"Git history: F-018, I-057; Custom content (zz_ prefix)"
Dungeons/zz_daily_dungeon_teleports.sql,zz_daily_dungeon_teleports.sql,Dungeons,,,,F-018,low,daily-dungeons,Custom content (zz_ prefix)
Dungeons/zz_dungeon_access.sql,zz_dungeon_access.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_heroic_acheivements.sql,zz_heroic_acheivements.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_heroic_and_mythic_creatures.sql,zz_heroic_and_mythic_creatures.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_heroic_gameobjects.sql,zz_heroic_gameobjects.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_heroic_gem_no_bond.sql,zz_heroic_gem_no_bond.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_heroic_items_[F-013].sql,zz_heroic_items_[F-013].sql,Dungeons,F-013,,"F-039, I-098",F-013,high,heroic-mythic,"Tagged in filename; Git history: F-039, I-098; Custom content (zz_ prefix)"
Dungeons/zz_instance_encounters.sql,zz_instance_encounters.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_lfg_dungeon_quests.sql,zz_lfg_dungeon_quests.sql,Dungeons,,,I-011,I-011,medium,dungeon-tuning,Git history: I-011; Custom content (zz_ prefix)
Dungeons/zz_lfg_dungeon_template.sql,zz_lfg_dungeon_template.sql,Dungeons,,,,,manual,dungeon-tuning,Custom content (zz_ prefix)
Dungeons/zz_mythic_items_[F-013].sql,zz_mythic_items_[F-013].sql,Dungeons,F-013,,"F-039, I-098",F-013,high,heroic-mythic,"Tagged in filename; Git history: F-039, I-098; Custom content (zz_ prefix)"
General/Currencies/zz_badge_of_heroism.sql,zz_badge_of_heroism.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Currencies
General/Currencies/zz_badge_of_justice.sql,zz_badge_of_justice.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Currencies
General/Currencies/zz_mark_of_thrallmar_and_honor_hold.sql,zz_mark_of_thrallmar_and_honor_hold.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Currencies
General/Items/zz_apprentice_wand.sql,zz_apprentice_wand.sql,General,,,I-009,I-009,medium,core,Git history: I-009; Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_arcane_ward_[F-014].sql,zz_arcane_ward_[F-014].sql,General,F-014,,F-039,F-014,high,mage-tanking,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_azerite_shard.sql,zz_azerite_shard.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_chipped_power_core.sql,zz_chipped_power_core.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_harbinger_of_doom.sql,zz_harbinger_of_doom.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_hearthstone.sql,zz_hearthstone.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_increased_stack_sizes.sql,zz_increased_stack_sizes.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_libram_of_fervor.sql,zz_libram_of_fervor.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_reputation_tabards_[F-019].sql,zz_reputation_tabards_[F-019].sql,General,F-019,,"F-019, F-039, I-042",F-019,high,reputation-tabards,"Tagged in filename; Git history: F-019, F-039, I-042; Custom content (zz_ prefix); Subcategory: Items"
General/Items/zz_satchel_of_helpul_goods.sql,zz_satchel_of_helpul_goods.sql,General,,,I-098,I-098,medium,core,Git history: I-098; Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_scrolls_of_buffs.sql,zz_scrolls_of_buffs.sql,General,,,I-098,I-098,medium,core,Git history: I-098; Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_tier_3_class_masks.sql,zz_tier_3_class_masks.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Items/zz_zeppelin_bag.sql,zz_zeppelin_bag.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Items
General/Mounts/zz_azeroth_flying_[F-005].sql,zz_azeroth_flying_[F-005].sql,General,F-005,,F-039,F-005,high,riding,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Mounts
General/Mounts/zz_murloc_mount.sql,zz_murloc_mount.sql,General,,,,F-005,low,riding,Custom content (zz_ prefix); Subcategory: Mounts
General/Mounts/zz_riding_turtle_[F-005].sql,zz_riding_turtle_[F-005].sql,General,F-005,,F-039,F-005,high,riding,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Mounts
General/Mounts/zz_zeppelin_mount.sql,zz_zeppelin_mount.sql,General,,,,F-005,low,riding,Custom content (zz_ prefix); Subcategory: Mounts
General/Quests/zz_goblin_rep_fix.sql,zz_goblin_rep_fix.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Quests
General/Teleports/zz_raid_teleport_location.sql,zz_raid_teleport_location.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Teleports
General/Teleports/zz_raid_teleporter.sql,zz_raid_teleporter.sql,General,,,F-017,F-017,medium,core,Git history: F-017; Custom content (zz_ prefix); Subcategory: Teleports
General/Vendors/zz_banana_tier_vendor.sql,zz_banana_tier_vendor.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Vendors
General/Vendors/zz_mob_reagent_banker.sql,zz_mob_reagent_banker.sql,General,,,,,manual,core,Creature modification; Custom content (zz_ prefix); Subcategory: Vendors
General/Vendors/zz_spawn_racial_swapper.sql,zz_spawn_racial_swapper.sql,General,,,,,manual,core,Custom content (zz_ prefix); Subcategory: Vendors
General/zz_aldor_and_scryer_patch.sql,zz_aldor_and_scryer_patch.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_battleground_sigle_player_hack.sql,zz_battleground_sigle_player_hack.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_command_permissions.sql,zz_command_permissions.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_creature_classlevelstats.sql,zz_creature_classlevelstats.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_de-L33TER.sql,zz_de-L33TER.sql,General,,,I-040,I-040,medium,core,Git history: I-040; Custom content (zz_ prefix)
General/zz_find_treasure_buff.sql,zz_find_treasure_buff.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_item_spell_list.sql,zz_item_spell_list.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_no_grey_or_food_drops.sql,zz_no_grey_or_food_drops.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_no_money_drops.sql,zz_no_money_drops.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_npc_trainer_spells.sql,zz_npc_trainer_spells.sql,General,,,I-094,I-094,medium,core,Git history: I-094; Custom content (zz_ prefix)
General/zz_purge_whites.sql,zz_purge_whites.sql,General,,,I-098,I-098,medium,core,Git history: I-098; Custom content (zz_ prefix)
General/zz_spell_overrides.sql,zz_spell_overrides.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_spell_to_stat.sql,zz_spell_to_stat.sql,General,,,I-098,I-098,medium,core,Git history: I-098; Custom content (zz_ prefix)
General/zz_starting_items.sql,zz_starting_items.sql,General,,,,,manual,core,Custom content (zz_ prefix)
General/zz_starting_spells_[F-031].sql,zz_starting_spells_[F-031].sql,General,F-031,,F-039,F-031,high,starting-experience,Tagged in filename; Git history: F-039; Custom content (zz_ prefix)
General/zz_starting_weapon_skills.sql,zz_starting_weapon_skills.sql,General,,,I-009,I-009,medium,core,Git history: I-009; Custom content (zz_ prefix)
General/zz_update_bag_slots.sql,zz_update_bag_slots.sql,General,,,,,manual,core,Custom content (zz_ prefix)
Loot/zz_aq20_hilt_cache_[F-025].sql,zz_aq20_hilt_cache_[F-025].sql,Loot,F-025,F-025,F-025,F-025,high,tier-satchels,Tagged in filename; Custom content (zz_ prefix)
Loot/zz_consolidated_gem_sack.sql,zz_consolidated_gem_sack.sql,Loot,,I-061,I-061,I-061,medium,loot-changes,Found in comments: I-061; Custom content (zz_ prefix)
Loot/zz_tbc_heroic_gem_cache.sql,zz_tbc_heroic_gem_cache.sql,Loot,,F-025,F-025,F-025,medium,tier-satchels,Found in comments: F-025; Custom content (zz_ prefix)
Loot/zz_tier_satchels_t0_[F-025].sql,zz_tier_satchels_t0_[F-025].sql,Loot,F-025,F-025,"F-025, F-039, I-095, I-103",F-025,high,tier-satchels,"Tagged in filename; Git history: F-025, F-039, I-095, I-103; Custom content (zz_ prefix)"
Loot/zz_tier_satchels_t1_[F-025].sql,zz_tier_satchels_t1_[F-025].sql,Loot,F-025,F-025,"F-025, F-039, I-095",F-025,high,tier-satchels,"Tagged in filename; Git history: F-025, F-039, I-095; Custom content (zz_ prefix)"
Loot/zz_tier_satchels_t25_[F-025].sql,zz_tier_satchels_t25_[F-025].sql,Loot,F-025,F-025,"F-025, F-039, I-095, I-097, I-103",F-025,high,tier-satchels,"Tagged in filename; Git history: F-025, F-039, I-095, I-097, I-103; Custom content (zz_ prefix)"
Loot/zz_tier_satchels_t2_[F-025].sql,zz_tier_satchels_t2_[F-025].sql,Loot,F-025,F-025,"F-025, F-039, I-095, I-103",F-025,high,tier-satchels,"Tagged in filename; Git history: F-025, F-039, I-095, I-103; Custom content (zz_ prefix)"
Loot/zz_tier_satchels_t3_[F-025].sql,zz_tier_satchels_t3_[F-025].sql,Loot,F-025,F-025,"F-025, F-039, I-095, I-103",F-025,high,tier-satchels,"Tagged in filename; Git history: F-025, F-039, I-095, I-103; Custom content (zz_ prefix)"
Modules/open azeroth/azuremyst_move_[F-036].sql,azuremyst_move_[F-036].sql,Modules,F-036,,F-039,F-036,high,open-azeroth,Tagged in filename; Git history: F-039; Subcategory: open azeroth
Modules/open azeroth/quelthalas_move_[F-036].sql,quelthalas_move_[F-036].sql,Modules,F-036,,F-039,F-036,high,open-azeroth,Tagged in filename; Git history: F-039; Subcategory: open azeroth
Modules/raid_teleporter/broadcast.sql,broadcast.sql,Modules,,,,,manual,modules,Subcategory: raid_teleporter
Modules/raid_teleporter/broadcast_text_locale.sql,broadcast_text_locale.sql,Modules,,,,,manual,modules,Subcategory: raid_teleporter
Modules/raid_teleporter/gameobject.sql,gameobject.sql,Modules,,,,,manual,modules,Subcategory: raid_teleporter
Modules/raid_teleporter/gobjecttemplate.sql,gobjecttemplate.sql,Modules,,,,,manual,modules,Subcategory: raid_teleporter
Modules/raid_teleporter/gossip_menu_option_locale.sql,gossip_menu_option_locale.sql,Modules,,,,,manual,modules,Subcategory: raid_teleporter
Modules/raid_teleporter/gossipmenuoptions.sql,gossipmenuoptions.sql,Modules,,,,,manual,modules,Subcategory: raid_teleporter
Modules/zz_mod_auctionhousebot.sql,zz_mod_auctionhousebot.sql,Modules,,,,,manual,modules,Custom content (zz_ prefix)
Modules/zz_mod_racial_swap.sql,zz_mod_racial_swap.sql,Modules,,,,,manual,modules,Custom content (zz_ prefix)
Mounts/zz_riding_crops_[F-005].sql,zz_riding_crops_[F-005].sql,Mounts,F-005,F-005,"F-005, F-015, F-039, I-024, I-025, I-093",F-005,high,riding,"Tagged in filename; Git history: F-005, F-015, F-039, I-024, I-025, I-093; Custom content (zz_ prefix)"
Professions/Alchemy/zz_added_to_specializations.sql,zz_added_to_specializations.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Alchemy
Professions/Alchemy/zz_alchemy_mortars_[F-001].sql,zz_alchemy_mortars_[F-001].sql,Professions,F-001,F-027,"F-039, I-093",F-001,high,profession-tools,"Tagged in filename; Found in comments: F-027; Git history: F-039, I-093; Custom content (zz_ prefix); Subcategory: Alchemy"
Professions/Alchemy/zz_mana_oils.sql,zz_mana_oils.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Alchemy
Professions/Alchemy/zz_winterfall_firewater.sql,zz_winterfall_firewater.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Alchemy
Professions/Alchemy/zz_wizard_oils.sql,zz_wizard_oils.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Alchemy
Professions/Blacksmithing/zz_compressed_thermal_anvil.sql,zz_compressed_thermal_anvil.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Blacksmithing
Professions/Blacksmithing/zz_elementium_aegis.sql,zz_elementium_aegis.sql,Professions,,,I-041,I-041,medium,professions,Git history: I-041; Custom content (zz_ prefix); Subcategory: Blacksmithing
Professions/Blacksmithing/zz_smithing_hammers_[F-001].sql,zz_smithing_hammers_[F-001].sql,Professions,F-001,,"F-001, F-039, I-093, I-094",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039, I-093, I-094; Custom content (zz_ prefix); Subcategory: Blacksmithing"
Professions/Enchanting/zz_brilliant_to_nexus.sql,zz_brilliant_to_nexus.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Enchanting
Professions/Enchanting/zz_enchanting_goods_sell_price.sql,zz_enchanting_goods_sell_price.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Enchanting
Professions/Enchanting/zz_mystic_resonator.sql,zz_mystic_resonator.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Enchanting
Professions/Enchanting/zz_shard_transmutations.sql,zz_shard_transmutations.sql,Professions,,F-006,I-094,F-006,medium,professions,Found in comments: F-006; Git history: I-094; Custom content (zz_ prefix); Subcategory: Enchanting
Professions/Engineering/zz_arclight_spanner.sql,zz_arclight_spanner.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_elementium_targeting_matrix.sql,zz_elementium_targeting_matrix.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_fel_iron_arrows.sql,zz_fel_iron_arrows.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_fel_iron_shells.sql,zz_fel_iron_shells.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_loot_engineered_[F-032].sql,zz_loot_engineered_[F-032].sql,Professions,F-032,,F-039,F-032,high,creature-gathering,Tagged in filename; Git history: F-039; Loot table modification; Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_mobs_engineerable_[F-032].sql,zz_mobs_engineerable_[F-032].sql,Professions,F-032,,F-039,F-032,high,creature-gathering,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_schematic_thorium_headed_arrows.sql,zz_schematic_thorium_headed_arrows.sql,Professions,,,I-075,I-075,medium,professions,Git history: I-075; Custom content (zz_ prefix); Subcategory: Engineering
Professions/Engineering/zz_skill_injector.sql,zz_skill_injector.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Engineering
Professions/Fishing/zz_darkshore_fishing_fix.sql,zz_darkshore_fishing_fix.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Fishing
Professions/Herbalism/zz_loot_herbs_[F-032].sql,zz_loot_herbs_[F-032].sql,Professions,F-032,,F-039,F-032,high,creature-gathering,Tagged in filename; Git history: F-039; Loot table modification; Custom content (zz_ prefix); Subcategory: Herbalism
Professions/Herbalism/zz_mobs_herbable_[F-032].sql,zz_mobs_herbable_[F-032].sql,Professions,F-032,,F-039,F-032,high,creature-gathering,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Herbalism
Professions/Herbalism/zz_nightmare_seeds.sql,zz_nightmare_seeds.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Herbalism
Professions/Herbalism/zz_pruning_shears_[F-001].sql,zz_pruning_shears_[F-001].sql,Professions,F-001,,"F-001, F-039, I-093",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039, I-093; Custom content (zz_ prefix); Subcategory: Herbalism"
Professions/Herbalism/zz_pruning_shears_loot_[F-001].sql,zz_pruning_shears_loot_[F-001].sql,Professions,F-001,,"F-001, F-039",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039; Loot table modification; Custom content (zz_ prefix); Subcategory: Herbalism"
Professions/Herbalism/zz_pruning_shears_quests_[F-001].sql,zz_pruning_shears_quests_[F-001].sql,Professions,F-001,,"F-001, F-039",F-001,high,profession-tools,"Tagged in filename; Git history: F-001, F-039; Custom content (zz_ prefix); Subcategory: Herbalism"
Professions/Inscription/zz_city_teleports.sql,zz_city_teleports.sql,Professions,,,F-017,F-017,medium,professions,Git history: F-017; Custom content (zz_ prefix); Subcategory: Inscription
Professions/Inscription/zz_glyph_of_mana_shield_[F-014].sql,zz_glyph_of_mana_shield_[F-014].sql,Professions,F-014,,F-039,F-014,high,mage-tanking,Tagged in filename; Git history: F-039; Custom content (zz_ prefix); Subcategory: Inscription
Professions/Inscription/zz_mind_control_scroll.sql,zz_mind_control_scroll.sql,Professions,,,I-098,I-098,medium,professions,Git history: I-098; Custom content (zz_ prefix); Subcategory: Inscription
Professions/Jewelcrafting/zz_Black_Diamond_Dragonling.sql,zz_Black_Diamond_Dragonling.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Jewelcrafting/zz_black_diamonds.sql,zz_black_diamonds.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Jewelcrafting/zz_classic_trainers.sql,zz_classic_trainers.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Jewelcrafting/zz_elementium_talisman.sql,zz_elementium_talisman.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Jewelcrafting/zz_jewelers_kit.sql,zz_jewelers_kit.sql,Professions,,,,F-001,low,profession-tools,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Jewelcrafting/zz_northrend_jewel_skill_requirement.sql,zz_northrend_jewel_skill_requirement.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Jewelcrafting/zz_totem_category.sql,zz_totem_category.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Jewelcrafting
Professions/Leatherworking/zz_brilliant_chromatic_scale.sql,zz_brilliant_chromatic_scale.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
Professions/Leatherworking/zz_drums_of_forgotten_kings.sql,zz_drums_of_forgotten_kings.sql,Professions,,,,,manual,professions,Custom content (zz_ prefix); Subcategory: Leatherworking
